,idnum,uniq_id,pais,year,wave,nationality,estratopri,strata,upm,prov1t,ur1new,q1tb,q2,wt,weight1500,core_a_core_b,a4,covid2at,idio2,idio2cov,fs2,fs2covidn,covid11n,it1,jc13,jc13covid,jc15a,jccov1,jccov2,vic1ext,aoj11,countfair1,countfair2,countfair3,countfair4,wvsi2,wvsi3,chm1bn,chm2bn,cses6n,b0t,b2,b3,b4,b6,b32,b47a,dst1bn,pr3dnr,pr3enr,drk1c,drk1n,drr1,drr1a,drr1b,m1,ing4,anestg,pn4,exc6,exc2,exc7new,mil10a,mil10e,ccch1,ccch3,ccch4,ccch6,ccus1,ccus3,ccus4,ccus6,ctaware,ctspecific1,ctdiffuse1,ctdiffuse2,edr,ocup4a,q10newt,q11n,q12c,q12bn,covidedu1_1,covidedu1_2,covidedu1_3,covidedu1_4,covidedu1_5,covidedu2,etid,gi0n,r3,r4,r6,r7,r15,r18n,r18,r16,r27,psc1n,psc1c1,psc1c2_1,psc1c2_2,psc1c2_3,psc1c2_4,psc1c2_5,psc1c2_6,psc1c2_7,psc1c2_8,psc1c2_9,psc1c2_10,psc1c2_11,psc1c2_12,psc1c2_13,psc1c2_14,psc1c2_15,psc1c2_16,psc1c2_17,psc1c2_18,psc1c2_19,psc1c2_77,psc1c3,psc1t1_1,psc1t1_2,psc1t1_3,psc1t1_4,psc1t1_5,psc1t1_6,psc1t1_77,psc1c4,psc1t2_1,psc1t2_2,psc1t2_3,psc1t2_4,psc1t2_5,psc1t2_6,psc1t2_7,psc1t2_8,psc1t2_9,psc1t2_10,psc1t2_11,psc1t2_12,psc1t2_13,psc1t2_14,psc1t2_15,psc1t2_16,psc1t2_17,psc1t2_18,psc1t2_19,psc1t2_77,psc1t3,psc1t4,psc2n,psc2r1,psc2r2_1,psc2r2_2,psc2r2_3,psc2r2_4,psc2r2_5,psc2r2_6,psc2r2_7,psc2r2_8,psc2r2_9,psc2r2_10,psc2r2_11,psc2r2_12,psc2r2_13,psc2r2_14,psc2r2_15,psc2r2_16,psc2r2_17,psc2r2_18,psc2r2_19,psc2r2_99,psc2r2_77,psc2c1,psc2c2_1,psc2c2_2,psc2c2_3,psc2c2_4,psc2c2_5,psc2c2_6,psc2c2_7,psc2c2_8,psc2c2_9,psc2c2_10,psc2c2_11,psc2c2_12,psc2c2_13,psc2c2_14,psc2c2_15,psc2c2_16,psc2c2_17,psc2c2_18,psc2c2_19,psc2c2_77,psc2f1,psc2f2_1,psc2f2_2,psc2f2_3,psc2f2_4,psc2f2_5,psc2f2_6,psc2f2_7,psc2f2_8,psc2f2_9,psc2f2_10,psc2f2_11,psc2f2_12,psc2f2_13,psc2f2_14,psc2f2_15,psc2f2_16,psc2f2_17,psc2f2_18,psc2f2_19,psc2f2_77,psc2f3,psc2f4_1,psc2f4_2,psc2f4_3,psc2f4_77,psc7n,psc8n,psc9n,psc14,psc12n,psc11n,psc11an,psc15,psc16,psc13n_1,psc13n_2,psc13n_3,psc13n_4,psc13n_5,psc13n_7,psc13n_11,psc13n_12,psc13n_13,psc13n_77,conocim,municipio1t,idiomaq,formatq,sexi,srvyrid,fecha,gpt_results,gpt_distance,gpt_num_preg,gpt_distance_norm,gpt_distance_norm_wt
474,203911.0,21170203911.0,17,2021,2021,17,1709.0,1700002021,171493421,1700002.0,1.0,2,54,0.97523713,0.48583716,Core A,1.0,1.0,3.0,1.0,0.0,,2,1.0,2.0,,2.0,,2.0,,,,,3.0,2.0,,,,,3.0,2.0,5.0,3.0,,5.0,2.0,6.0,4.0,3.0,4.0,3.0,3.0,1.0,,2.0,2.0,7.0,2.0,2.0,0.0,,,,3.0,2.0,,4.0,,,,,,3.0,,2.0,,2.0,,,,,,,,,,,,7.0,2.0,1.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1702001.0,1,6,2,9.0,2021-03-15,"(1.0, 8, 0.125)",1.0,8,0.125,0.1219046413898468
475,240401.0,21170240401.0,17,2021,2021,17,1704.0,1700002021,170068821,1700022.0,3.0,2,30,2.9476202,1.4684259,Core A,1.0,1.0,3.0,,1.0,1.0,2,1.0,,1.0,2.0,,2.0,,,,,1.0,2.0,,,,2.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,3.0,1.0,2000.0,1.0,3.0,5.0,4.0,3.0,1.0,,,,3.0,,,,,1.0,2.0,1.0,1.0,3.0,3.0,,,2.0,,,,,,,,,,,,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1722077.0,1,6,2,9.0,2021-02-05,"(5.0, 8, 0.625)",5.0,8,0.625,1.8422625958919525
477,98936.0,21170098936.0,17,2021,2021,17,1706.0,1700002021,170060621,1700020.0,1.0,1,30,1.7642064,0.8788806,Core A,21.0,3.0,3.0,1.0,1.0,1.0,2,2.0,2.0,,2.0,,2.0,,,,,2.0,3.0,,2.0,2.0,,2.0,7.0,6.0,1.0,1.0,7.0,4.0,7.0,1.0,1.0,1.0,4.0,2.0,2.0,,,5.0,5.0,3.0,3.0,0.0,,,1.0,2.0,1.0,1.0,3.0,2.0,,,,,3.0,2.0,4.0,2.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1720014.0,1,6,2,9.0,2021-02-05,"(11.0, 11, 1.0)",11.0,11,1.0,1.7642064094543457
478,341674.0,21170341674.0,17,2021,2021,17,1708.0,1700002021,170082621,1700001.0,3.0,2,41,0.27617496,0.13758302,Core A,1.0,1.0,3.0,2.0,0.0,,2,1.0,1.0,,1.0,1.0,,,,,,2.0,2.0,2.0,,2.0,,5.0,5.0,7.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,,4.0,2.0,3.0,2.0,0.0,,,3.0,3.0,,,4.0,,,,,,3.0,3.0,2.0,2.0,3.0,,,,,,,,,,,,7.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1701001.0,1,6,2,9.0,2021-02-06,"(11.0, 7, 1.5714285714285714)",11.0,7,1.5714285714285714,0.4339892268180847
480,72807.0,21170072807.0,17,2021,2021,17,1708.0,1700002021,170171721,1700001.0,2.0,1,29,0.82558906,0.41128647,Core A,1.0,1.0,1.0,,1.0,1.0,2,1.0,1.0,,1.0,,2.0,,,2.0,2.0,,,2.0,,,2.0,2.0,2.0,6.0,5.0,5.0,6.0,6.0,5.0,2.0,2.0,1.0,3.0,3.0,1.0,2002.0,2.0,2.0,6.0,1.0,1.0,0.0,,,,2.0,2.0,3.0,2.0,3.0,,,,,2.0,2.0,4.0,2.0,2.0,,,,,,,,,,,,7.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1701005.0,1,6,2,9.0,2021-02-10,"(9.0, 11, 0.8181818181818182)",9.0,11,0.8181818181818182,0.6754819588227706
488,144459.0,21170144459.0,17,2021,2021,17,1708.0,1700002021,173048021,1700001.0,1.0,1,67,0.57320946,0.2855577,Core A,1.0,2.0,2.0,,0.0,,2,3.0,,2.0,1.0,1.0,,,,,,1.0,3.0,1.0,,2.0,,2.0,4.0,5.0,4.0,7.0,5.0,5.0,5.0,2.0,1.0,3.0,2.0,2.0,1.0,1980.0,4.0,3.0,7.0,2.0,3.0,0.0,,,2.0,4.0,,,,,1.0,3.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,,,,,,,,,,,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1701017.0,1,6,2,3.0,2021-04-17,"(8.0, 8, 1.0)",8.0,8,1.0,0.5732094645500183
489,325356.0,21170325356.0,17,2021,2021,17,1708.0,1700002021,173166821,1700001.0,2.0,1,40,0.5706071,0.2842613,Core A,3.0,2.0,2.0,,0.0,,1,2.0,,2.0,2.0,1.0,,,,1.0,2.0,,,,1.0,2.0,,5.0,2.0,5.0,5.0,6.0,5.0,5.0,6.0,3.0,1.0,1.0,1.0,2.0,2.0,,,2.0,3.0,2.0,2.0,0.0,,,,,,,,,2.0,1.0,2.0,1.0,4.0,2.0,4.0,4.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1701077.0,1,6,2,3.0,2021-04-20,"(6.0, 10, 0.6)",6.0,10,0.6,0.3423642754554748
491,393861.0,21170393861.0,17,2021,2021,17,1702.0,1700002021,170049621,1700006.0,3.0,1,56,0.98927134,0.49282864,Core A,21.0,4.0,3.0,2.0,0.0,,2,1.0,1.0,,2.0,,2.0,,,,,2.0,2.0,,1.0,1.0,,4.0,3.0,2.0,1.0,2.0,4.0,5.0,4.0,1.0,4.0,4.0,2.0,1.0,2.0,,,5.0,2.0,4.0,4.0,0.0,,,3.0,3.0,,,,,1.0,3.0,1.0,3.0,1.0,4.0,4.0,4.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1706004.0,1,6,2,3.0,2021-02-04,"(8.0, 10, 0.8)",8.0,10,0.8,0.7914170742034913
496,76470.0,21170076470.0,17,2021,2021,17,1708.0,1700002021,172709021,1700001.0,1.0,2,56,1.2136638,0.604615,Core A,3.0,1.0,3.0,1.0,0.0,,2,1.0,,2.0,2.0,1.0,,,,1.0,2.0,,,,2.0,,2.0,5.0,7.0,7.0,4.0,5.0,7.0,7.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,,,3.0,7.0,2.0,2.0,0.0,,,,2.0,,,,,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1701077.0,1,6,2,3.0,2021-04-03,"(7.0, 10, 0.7)",7.0,10,0.7,0.8495646715164185
497,243282.0,21170243282.0,17,2021,2021,17,1708.0,1700002021,171315421,1700001.0,1.0,2,71,0.36654475,0.18260284,Core A,1.0,2.0,3.0,2.0,0.0,,2,2.0,,2.0,2.0,,2.0,,,2.0,3.0,,,1.0,,2.0,,,4.0,3.0,1.0,1.0,5.0,6.0,2.0,5.0,1.0,,4.0,3.0,2.0,,,4.0,6.0,4.0,3.0,0.0,,,,,1.0,2.0,2.0,3.0,,,,,2.0,3.0,4.0,4.0,3.0,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1701010.0,1,6,2,3.0,2021-03-09,"(7.0, 10, 0.7)",7.0,10,0.7,0.2565813273191452
499,79699.0,21170079699.0,17,2021,2021,17,1708.0,1700002021,173362421,1700001.0,1.0,2,36,0.4572205,0.22777507,Core A,1.0,3.0,2.0,,1.0,2.0,1,3.0,2.0,,2.0,2.0,,,,3.0,2.0,,,,1.0,1.0,,5.0,4.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0,2.0,,,5.0,1.0,4.0,3.0,1.0,,,3.0,2.0,,,,,2.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,,,,,,,,,,,,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1701017.0,1,6,2,3.0,2021-04-24,"(9.0, 10, 0.9)",9.0,10,0.9,0.41149844527244567
502,332695.0,21170332695.0,17,2021,2021,17,1708.0,1700002021,170673721,1700001.0,3.0,1,45,0.1731179,0.08624273,Core A,70.0,1.0,2.0,,0.0,,2,2.0,2.0,,2.0,2.0,,,,,,,2.0,,1.0,2.0,,3.0,5.0,7.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,3.0,2.0,,,2.0,7.0,2.0,2.0,0.0,,,,,2.0,1.0,4.0,,,,,,2.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1701077.0,1,6,2,3.0,2021-02-24,"(4.0, 9, 0.4444444444444444)",4.0,9,0.4444444444444444,0.07694129149119058
503,244668.0,21170244668.0,17,2021,2021,17,1702.0,1700002021,170004821,1700006.0,1.0,2,16,2.0931103,1.0427318,Core A,70.0,1.0,2.0,,0.0,,2,2.0,2.0,,2.0,,1.0,,,,,2.0,1.0,1.0,,,1.0,3.0,6.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0,2.0,3.0,1.0,2.0,,,1.0,7.0,1.0,2.0,0.0,,,,1.0,2.0,2.0,2.0,2.0,,,,,4.0,3.0,4.0,4.0,2.0,,,,,,,,,,,,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1706004.0,1,6,2,3.0,2021-02-01,"(4.0, 10, 0.4)",4.0,10,0.4,0.8372441291809083
504,171971.0,21170171971.0,17,2021,2021,17,1708.0,1700002021,172103121,1700001.0,4.0,1,76,0.97691774,0.4866744,Core A,2.0,2.0,2.0,,0.0,,2,2.0,2.0,,,,1.0,,,,,3.0,3.0,,1.0,1.0,,,4.0,5.0,3.0,6.0,7.0,5.0,7.0,2.0,3.0,1.0,1.0,1.0,1.0,1980.0,2.0,2.0,5.0,1.0,2.0,0.0,,,,,,,,,,,,,4.0,2.0,,4.0,1.0,,,,,,,,,,,,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1701077.0,1,6,2,3.0,2021-03-23,"(5.0, 7, 0.7142857142857143)",5.0,7,0.7142857142857143,0.6977983883449009
508,153614.0,21170153614.0,17,2021,2021,17,1708.0,1700002021,172693621,1700001.0,1.0,1,24,0.24934033,0.12421471,Core A,2.0,2.0,3.0,1.0,0.0,,2,3.0,2.0,,2.0,,2.0,,,,,1.0,2.0,1.0,,,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,3.0,2.0,,,5.0,5.0,4.0,4.0,1.0,,,3.0,3.0,1.0,3.0,2.0,2.0,,,,,2.0,3.0,5.0,1.0,3.0,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1701003.0,1,6,2,3.0,2021-04-02,"(11.0, 10, 1.1)",11.0,10,1.1,0.2742743581533432
509,156209.0,21170156209.0,17,2021,2021,17,1708.0,1700002021,172832621,1700001.0,1.0,2,28,0.73256916,0.36494645,Core A,1.0,1.0,2.0,,0.0,,1,2.0,,2.0,2.0,1.0,,,,,,2.0,2.0,1.0,,2.0,,5.0,3.0,7.0,5.0,6.0,7.0,5.0,7.0,2.0,1.0,1.0,3.0,3.0,1.0,2015.0,4.0,1.0,7.0,1.0,2.0,0.0,,,,3.0,,,,,2.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1701004.0,1,6,2,3.0,2021-04-13,"(8.0, 8, 1.0)",8.0,8,1.0,0.73256915807724
510,45052.0,21170045052.0,17,2021,2021,17,1706.0,1700002021,170998021,1700005.0,1.0,2,65,0.5666426,0.28228626,Core A,23.0,1.0,3.0,2.0,0.0,,2,2.0,,2.0,2.0,2.0,,,,,,1.0,1.0,2.0,,1.0,,5.0,6.0,7.0,3.0,5.0,5.0,2.0,6.0,4.0,2.0,3.0,3.0,4.0,1.0,1982.0,4.0,5.0,7.0,4.0,3.0,0.0,,,3.0,3.0,2.0,3.0,1.0,3.0,,,,,1.0,2.0,4.0,5.0,3.0,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1705019.0,1,6,2,3.0,2021-03-02,"(6.0, 9, 0.6666666666666666)",6.0,9,0.6666666666666666,0.37776172161102295
512,180004.0,21170180004.0,17,2021,2021,17,1704.0,1700002021,171448021,1700017.0,1.0,2,44,1.035318,0.5157679,Core A,71.0,4.0,3.0,1.0,0.0,,1,1.0,,2.0,2.0,1.0,,,,,,,2.0,1.0,,1.0,,4.0,7.0,6.0,1.0,5.0,6.0,1.0,4.0,1.0,1.0,4.0,3.0,4.0,2.0,,,1.0,5.0,1.0,2.0,0.0,,,,,1.0,1.0,,,,,,,4.0,3.0,5.0,4.0,2.0,,,,,,,,,,,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1717016.0,1,6,2,3.0,2021-03-13,"(6.0, 8, 0.75)",6.0,8,0.75,0.7764885127544403
514,89948.0,21170089948.0,17,2021,2021,17,1708.0,1700002021,172782021,1700001.0,3.0,1,20,1.4070468,0.70095325,Core A,1.0,2.0,1.0,,1.0,2.0,1,2.0,1.0,,2.0,,1.0,,,2.0,2.0,,,2.0,,1.0,,3.0,4.0,6.0,3.0,3.0,4.0,5.0,5.0,1.0,3.0,4.0,3.0,3.0,,,,3.0,4.0,2.0,2.0,0.0,,,2.0,2.0,1.0,2.0,1.0,2.0,,,,,4.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,2.0,3.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1701077.0,1,6,2,3.0,2021-04-05,"(8.0, 11, 0.7272727272727273)",8.0,11,0.7272727272727273,1.0233067599209873
518,147435.0,21170147435.0,17,2021,2021,17,1704.0,1700002021,171943821,1700024.0,4.0,1,19,0.934721,0.4656531,Core A,1.0,3.0,3.0,2.0,0.0,,2,3.0,,2.0,2.0,,1.0,,,3.0,1.0,,,2.0,,2.0,,3.0,7.0,6.0,1.0,4.0,5.0,6.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,,,3.0,4.0,2.0,3.0,0.0,,,,,4.0,,4.0,,,,,,4.0,2.0,2.0,4.0,2.0,,,,,,,,,,,,2.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1724077.0,1,6,2,3.0,2021-03-20,"(8.0, 10, 0.8)",8.0,10,0.8,0.7477767944335938
519,100009.0,21170100009.0,17,2021,2021,17,1708.0,1700002021,171138621,1700001.0,1.0,1,43,0.34466392,0.17170238,Core A,2.0,2.0,3.0,2.0,0.0,,2,3.0,,2.0,2.0,,2.0,,,,,2.0,2.0,2.0,,,2.0,3.0,6.0,4.0,2.0,6.0,6.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,,,2.0,7.0,2.0,3.0,0.0,,,3.0,3.0,,,,,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1701017.0,1,6,2,3.0,2021-03-04,"(4.0, 9, 0.4444444444444444)",4.0,9,0.4444444444444444,0.15318396356370714
520,426123.0,21170426123.0,17,2021,2021,17,1703.0,1700002021,173177121,1700014.0,3.0,2,61,1.6508073,0.82238823,Core A,71.0,1.0,3.0,1.0,0.0,,2,1.0,2.0,,2.0,,2.0,,,,,1.0,1.0,,2.0,1.0,,5.0,7.0,7.0,3.0,7.0,7.0,5.0,6.0,2.0,4.0,1.0,4.0,4.0,2.0,,,2.0,7.0,3.0,4.0,0.0,,,3.0,,2.0,1.0,3.0,3.0,,,,,4.0,2.0,4.0,4.0,1.0,,,,,,,,,,,,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1714012.0,1,6,2,3.0,2021-04-21,"(9.0, 11, 0.8181818181818182)",9.0,11,0.8181818181818182,1.350660486654802
522,138598.0,21170138598.0,17,2021,2021,17,1702.0,1700002021,172116421,1700021.0,1.0,2,23,1.2643017,0.6298414,Core A,71.0,1.0,3.0,2.0,0.0,,2,4.0,,2.0,1.0,2.0,,,,2.0,1.0,,,2.0,,,2.0,3.0,7.0,7.0,2.0,6.0,4.0,1.0,5.0,2.0,1.0,2.0,4.0,4.0,2.0,,,1.0,6.0,3.0,3.0,0.0,,,3.0,4.0,1.0,3.0,3.0,3.0,,,,,3.0,2.0,5.0,4.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1721011.0,1,6,2,3.0,2021-03-23,"(8.0, 10, 0.8)",8.0,10,0.8,1.0114413261413575
525,351299.0,21170351299.0,17,2021,2021,17,1708.0,1700002021,170735121,1700001.0,1.0,1,40,0.5706071,0.2842613,Core A,1.0,1.0,3.0,2.0,1.0,2.0,2,2.0,2.0,,2.0,1.0,,,,2.0,1.0,,,,2.0,,,3.0,7.0,7.0,1.0,5.0,7.0,1.0,5.0,5.0,1.0,3.0,4.0,3.0,2.0,,,2.0,7.0,1.0,2.0,0.0,,,3.0,4.0,,,,,1.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1701007.0,1,6,2,3.0,2021-02-24,"(8.0, 10, 0.8)",8.0,10,0.8,0.4564857006072998
